id,0
0,8
1,2
2,1
3,18
4,18
5,9
6,18
7,3
8,18
9,10
10,1
11,8
12,1
13,10
14,10
15,11
16,2
17,2
18,3
19,12
20,18
21,9
22,14
23,2
24,4
25,30
26,9
27,8
28,0
29,8
30,2
31,4
32,8
33,20
34,4
35,4
36,9
37,3
38,22
39,2
40,3
41,3
42,2
43,6
44,13
45,12
46,2
47,3
48,2
49,9
50,2
51,9
52,1
53,13
54,4
55,18
56,17
57,1
58,10
59,6
60,12
61,28
62,3
63,6
64,19
65,9
66,25
67,3
68,2
69,3
70,25
71,3
72,4
73,4
74,30
75,10
76,20
77,6
78,4
79,6
80,12
81,2
82,2
83,9
84,31
85,2
86,9
87,19
88,3
89,8
90,8
91,9
92,22
93,13
94,12
95,0
96,15
97,14
98,2
99,3
100,4
101,4
102,5
103,3
104,2
105,4
106,18
107,12
108,6
109,19
110,12
111,13
112,10
113,5
114,10
115,18
116,2
117,7
118,14
119,6
120,1
121,32
122,13
123,23
124,16
125,8
126,1
127,2
128,1
129,19
130,11
131,22
132,3
133,19
134,1
135,2
136,2
137,16
138,2
139,23
140,10
141,2
142,5
143,2
144,2
145,2
146,3
147,3
148,3
149,3
150,31
151,14
152,1
153,11
154,19
155,23
156,16
157,10
158,21
159,4
160,5
161,5
162,3
163,3
164,2
165,15
166,12
167,3
168,3
169,2
170,11
171,13
172,1
173,12
174,2
175,25
176,22
177,9
178,2
179,2
180,1
181,2
182,6
183,9
184,3
185,10
186,4
187,3
188,0
189,23
190,25
191,22
192,2
193,1
194,1
195,2
196,4
197,1
198,20
199,4
200,13
201,9
202,33
203,1
204,8
205,9
206,1
207,2
208,8
209,18
210,23
211,2
212,11
213,20
214,12
215,1
216,2
217,2
218,2
219,2
220,8
221,26
222,3
223,31
224,8
225,8
226,18
227,2
228,2
229,8
230,33
231,1
232,1
233,10
234,8
235,1
236,3
237,2
238,19
239,21
240,8
241,2
242,12
243,2
244,4
245,23
246,9
247,11
248,3
249,10
250,23
251,29
252,9
253,11
254,2
255,27
256,11
257,3
258,10
259,19
260,11
261,1
262,8
263,23
264,9
265,0
266,10
267,10
268,10
269,23
270,9
271,27
272,3
273,29
274,9
275,23
276,3
277,26
278,15
279,10
280,2
281,9
282,2
283,9
284,4
285,2
286,8
287,1
288,22
289,10
290,8
291,19
292,9
293,14
294,2
295,8
