id,0
0,6
1,0
2,0
3,16
4,13
5,7
6,13
7,1
8,16
9,8
10,0
11,6
12,0
13,8
14,8
15,9
16,0
17,0
18,2
19,10
20,13
21,7
22,12
23,1
24,2
25,28
26,7
27,6
28,0
29,6
30,0
31,2
32,6
33,15
34,2
35,3
36,7
37,1
38,17
39,0
40,1
41,1
42,1
43,5
44,11
45,10
46,1
47,3
48,0
49,7
50,0
51,7
52,0
53,11
54,3
55,13
56,15
57,0
58,8
59,5
60,10
61,23
62,1
63,5
64,14
65,7
66,20
67,1
68,0
69,2
70,20
71,1
72,2
73,2
74,25
75,8
76,15
77,4
78,2
79,6
80,10
81,1
82,1
83,7
84,26
85,1
86,7
87,14
88,1
89,6
90,6
91,7
92,17
93,11
94,10
95,0
96,13
97,12
98,0
99,3
100,2
101,2
102,3
103,1
104,1
105,2
106,13
107,10
108,4
109,14
110,10
111,11
112,8
113,4
114,8
115,13
116,0
117,6
118,9
119,5
120,0
121,27
122,11
123,18
124,14
125,7
126,0
127,0
128,0
129,14
130,9
131,17
132,1
133,14
134,0
135,0
136,1
137,14
138,0
139,18
140,8
141,0
142,3
143,2
144,0
145,1
146,2
147,2
148,1
149,1
150,26
151,12
152,0
153,9
154,14
155,18
156,14
157,8
158,16
159,3
160,3
161,5
162,1
163,1
164,1
165,14
166,10
167,2
168,2
169,1
170,9
171,8
172,1
173,10
174,0
175,20
176,17
177,7
178,1
179,1
180,0
181,0
182,6
183,7
184,1
185,8
186,2
187,1
188,0
189,18
190,20
191,21
192,0
193,0
194,0
195,0
196,2
197,0
198,15
199,2
200,8
201,7
202,28
203,0
204,6
205,7
206,0
207,0
208,6
209,13
210,18
211,0
212,9
213,18
214,10
215,1
216,1
217,0
218,1
219,0
220,6
221,21
222,1
223,26
224,7
225,6
226,13
227,0
228,1
229,6
230,28
231,0
232,0
233,8
234,6
235,0
236,1
237,1
238,14
239,19
240,6
241,0
242,10
243,0
244,2
245,18
246,7
247,9
248,2
249,8
250,18
251,24
252,7
253,9
254,1
255,22
256,9
257,1
258,8
259,14
260,9
261,1
262,6
263,18
264,7
265,0
266,8
267,8
268,8
269,18
270,7
271,22
272,2
273,24
274,7
275,18
276,1
277,21
278,10
279,9
280,0
281,7
282,0
283,8
284,3
285,0
286,6
287,0
288,17
289,8
290,6
291,14
292,7
293,12
294,0
295,6
296,2
297,1
298,16
299,1
300,7
301,0
302,18
303,6
304,0
305,1
306,0
307,1
308,16
309,0
310,0
311,14
312,0
313,0
314,0
315,20
316,21
317,6
318,2
319,13
320,0
321,1
322,17
323,6
324,2
325,2
326,0
327,13
328,2
329,17
330,18
331,27
332,7
333,12
334,0
335,19
336,12
337,1
338,2
339,1
340,10
341,10
342,13
343,14
344,3
345,14
346,8
347,7
348,4
349,8
350,8
351,4
352,3
353,0
354,14
355,21
356,14
357,0
358,10
359,11
360,13
361,0
362,6
363,0
364,7
365,16
366,8
367,0
368,0
369,18
370,1
371,7
372,2
373,6
374,1
375,0
376,0
377,17
378,26
379,1
380,7
381,2
382,21
383,26
384,7
385,0
386,20
387,7
388,2
389,0
390,8
391,10
392,8
393,10
394,13
395,10
396,6
397,16
398,0
399,8
400,6
401,14
402,2
403,10
404,8
405,7
406,6
407,10
408,6
409,1
410,0
411,2
412,7
413,18
414,9
415,6
416,14
417,1
418,18
419,46
420,4
421,23
422,10
423,0
424,19
425,3
426,1
427,4
428,8
429,3
430,11
431,10
432,18
433,9
434,15
435,28
436,2
437,14
438,13
439,3
440,9
441,0
442,0
443,1
444,0
445,7
446,0
447,15
448,13
449,0
450,6
451,0
452,1
453,8
454,0
455,22
456,10
457,18
458,17
459,9
460,0
461,14
462,0
463,7
464,7
465,3
466,10
467,2
468,9
469,19
470,7
471,14
472,0
473,0
474,12
475,3
476,17
477,7
478,0
479,2
480,13
481,10
482,6
483,7
484,6
485,17
486,21
487,21
488,10
489,14
490,7
491,0
492,6
493,8
494,0
495,1
496,2
497,0
498,12
499,0
500,7
501,10
502,1
503,4
504,13
505,11
506,4
507,1
508,10
509,0
510,17
511,15
512,7
513,18
514,1
515,6
516,2
517,15
518,8
519,9
520,7
521,6
522,11
523,7
524,7
525,0
526,0
527,5
528,2
529,7
530,8
531,1
532,6
533,18
534,1
535,21
536,3
537,0
538,2
539,29
540,2
541,1
542,7
543,15
544,15
545,7
546,7
547,2
548,19
549,7
550,7
551,18
552,0
553,8
554,1
555,2
556,6
557,16
558,15
559,17
560,18
561,11
562,11
563,19
564,9
565,20
566,8
567,6
568,4
569,0
570,1
571,19
572,11
573,0
574,1
575,0
576,0
577,0
578,21
579,2
580,16
581,7
582,19
583,8
584,2
585,0
586,1
587,13
588,0
589,12
590,0
591,7
592,6
593,16
594,0
595,0
596,1
597,3
598,1
599,2
600,1
601,16
602,7
603,6
604,0
605,8
606,7
607,18
608,1
609,10
610,14
611,17
612,7
613,2
614,8
615,15
616,0
617,25
618,8
619,8
620,2
621,0
622,0
623,16
624,13
625,0
626,8
627,7
628,8
629,1
630,2
631,0
632,15
633,30
634,3
635,20
636,18
637,1
638,5
639,13
640,1
641,21
642,2
643,9
644,0
645,15
646,2
647,11
648,1
649,6
650,13
651,15
652,7
653,0
654,5
655,19
656,7
657,2
658,17
659,0
660,3
661,1
662,3
663,6
664,6
665,15
666,2
667,1
668,7
669,3
670,0
671,0
672,1
673,14
674,6
675,7
676,15
677,8
678,7
679,3
680,6
681,1
682,3
683,20
684,6
685,1
686,2
687,2
688,0
689,7
690,3
691,20
692,14
693,1
694,18
695,0
696,14
697,8
698,14
699,0
700,9
701,6
702,15
703,6
704,6
705,1
706,8
707,0
708,6
709,7
710,8
711,11
712,0
713,0
714,13
715,12
716,16
717,0
718,10
719,8
720,0
721,8
722,8
723,0
724,2
725,7
726,4
727,0
728,1
729,19
730,1
731,1
732,14
733,13
734,7
735,9
736,4
737,14
738,0
739,0
740,9
741,6
742,0
743,10
744,1
745,23
746,19
747,3
748,7
749,10
750,9
751,6
752,0
753,1
754,10
755,3
756,6
757,15
758,11
759,0
760,6
761,8
762,2
763,29
764,14
765,23
766,17
767,2
768,8
769,14
770,5
771,15
772,1
773,9
774,7
775,16
776,0
777,4
778,5
779,8
780,18
781,1
782,0
783,7
784,2
785,0
786,6
787,16
788,18
789,0
790,17
791,0
792,0
793,22
794,26
795,15
796,2
797,15
798,1
799,19
